Team Name,Short Name,Full Name,Logo,Conference,League,City,State
Shippensburg,Shippensburg,Shippensburg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/shippensburg.svg,PSAC,NCAA WD2,Shippensburg,PA
Slippery-Rock,Slippery Rock,Slippery Rock,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/slippery-rock.svg,PSAC,NCAA WD2,Slippery Rock,PA
West-Chester,West Chester,West Chester,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/west-chester.svg,PSAC,NCAA WD2,West Chester,PA
Adams-St.,Adams State,Adams State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/adams-st.svg,RMAC,NCAA WD2,Alamosa,CO
Colorado-Mesa,Colorado Mesa,Colorado Mesa,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/colorado-mesa.svg,RMAC,NCAA WD2,Grand Junction,CO
CSU-Pueblo,CSU Pueblo,CSU Pueblo,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/colorado-st-pueblo.svg,RMAC,NCAA WD2,Pueblo,CO
Fort-Lewis,Fort Lewis,Fort Lewis,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fort-lewis.svg,RMAC,NCAA WD2,Durango,CO
Oklahoma-Baptist,Oklahoma Baptist,Oklahoma Baptist,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/oklahoma-baptist.svg,RMAC,NCAA WD2,Shawnee,OK
Regis-(CO),Regis (CO),Regis (CO),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/regis-co.svg,RMAC,NCAA WD2,Denver,CO
UC-Colo.-Springs,UCCS,UCCS,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-colo-springs.svg,RMAC,NCAA WD2,Colorado Springs,CO
Westminster-(UT),Westminster (UT),Westminster (UT),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/westminster-ut.svg,RMAC,NCAA WD2,Salt Lake City,UT
Anderson-(IN),Anderson (IN),Anderson (IN),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/anderson-in.svg,Heartland,NCAA WD3,Anderson,SC
Catawba,Catawba,Catawba,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/catawba.svg,SAC,NCAA WD2,Salisbury,NC
Coker,Coker,Coker,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/coker.svg,SAC,NCAA WD2,Hartsville,SC
Lenoir-Rhyne,Lenoir Rhyne,Lenoir Rhyne,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lenoir-rhyne.svg,SAC,NCAA WD2,Hickory,NC
Limestone,Limestone,Limestone,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/limestone.svg,SAC,NCAA WD2,Gaffney,SC
Lincoln-Memorial,Lincoln Memorial,Lincoln Memorial,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lincoln-memorial.svg,SAC,NCAA WD2,Harrogate,TN
Mars-Hill,Mars Hill,Mars Hill,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mars-hill.svg,SAC,NCAA WD2,Mars Hill,NC
Newberry,Newberry,Newberry,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/newberry.svg,SAC,NCAA WD2,Newberry,SC
Tusculum,Tusculum,Tusculum,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/tusculum.svg,SAC,NCAA WD2,Greeneville,TN
UVA-Wise,UVA Wise,UVA Wise,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/uva-wise.svg,SAC,NCAA WD2,Wise,VA
Wingate,Wingate,Wingate,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wingate.svg,SAC,NCAA WD2,Wingate,NC
Embry-Riddle-(FL),Embry Riddle,Embry Riddle,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/embry-riddle-fl.svg,Sunshine State,NCAA WD2,Daytona Beach,FL
Fla.-Southern,Florida Southern,Florida Southern,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fla-southern.svg,Sunshine State,NCAA WD2,Lakeland,FL
Florida-Tech,Florida Tech,Florida Tech,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/florida-tech.svg,Sunshine State,NCAA WD2,Melbourne,FL
Lynn,Lynn,Lynn,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lynn.svg,Sunshine State,NCAA WD2,Boca Raton,FL
Palm-Beach-Atl.,Palm Beach Atlantic,Palm Beach Atlantic,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/palm-beach-atl.svg,Sunshine State,NCAA WD2,West Palm Beach,FL
Rollins,Rollins,Rollins,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/rollins.svg,Sunshine State,NCAA WD2,Winter Park,FL
Saint-Leo,Saint Leo,Saint Leo,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/saint-leo.svg,Sunshine State,NCAA WD2,St. Leo,FL
Tampa,Tampa,Tampa,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/tampa.svg,Sunshine State,NCAA WD2,Tampa,FL
Cabrini,Cabrini,Cabrini,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/cabrini.svg,Atlantic East,NCAA WD3,,
Centenary-(NJ),Centenary (NJ),Centenary (NJ),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/centenary-nj.svg,Atlantic East,NCAA WD3,,
Gwynedd-Mercy,Gwynedd Mercy,Gwynedd Mercy,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/gwynedd-mercy.svg,Atlantic East,NCAA WD3,,
Immaculata,Immaculata,Immaculata,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/immaculata.svg,Atlantic East,NCAA WD3,,
Marymount-(VA),Marymount,Marymount,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/marymount-va.svg,Atlantic East,NCAA WD3,,
Marywood,Marywood,Marywood,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/marywood.svg,Atlantic East,NCAA WD3,,
Neumann,Neumann,Neumann,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/neumann.svg,Atlantic East,NCAA WD3,,
Curry,Curry,Curry,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/curry.svg,CCC,NCAA WD3,,
Endicott,Endicott,Endicott,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/endicott.svg,CCC,NCAA WD3,,
Gordon,Gordon,Gordon,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/gordon.svg,CCC,NCAA WD3,,
Nichols,Nichols,Nichols,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/nichols.svg,CCC,NCAA WD3,,
Roger-Williams,Roger Williams,Roger Williams,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/roger-williams.svg,CCC,NCAA WD3,,
Salve-Regina,Salve Regina,Salve Regina,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/salve-regina.svg,CCC,NCAA WD3,,
U-New-England,U New England,U New England,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/u-new-england.svg,CCC,NCAA WD3,,
Wentworth,Wentworth,Wentworth,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wentworth.svg,CCC,NCAA WD3,,
Western-New-Eng.,Western New Eng.,Western New Eng.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/western-new-eng.svg,CCC,NCAA WD3,,
Augustana-(IL),Augustana,Augustana,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/augustana-il.svg,CCIW,NCAA WD3,,
Carroll-(WI),Carroll (WI),Carroll (WI),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/carroll-wi.svg,CCIW,NCAA WD3,,
Carthage,Carthage,Carthage,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/carthage.svg,CCIW,NCAA WD3,,
UChicago,Chicago,Chicago,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/uchicago.svg,CCIW,NCAA WD3,,
Elmhurst,Elmhurst,Elmhurst,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/elmhurst.svg,CCIW,NCAA WD3,,
Ill.-Wesleyan,Illinois Wesleyan,Illinois Wesleyan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ill-wesleyan.svg,CCIW,NCAA WD3,,
North-Central-(IL),North Central,North Central,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/north-central-il.svg,CCIW,NCAA WD3,,
Piedmont,Piedmont,Piedmont,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/piedmont.svg,CCS,NCAA WD3,,
Bryn-Mawr,Bryn Mawr,Bryn Mawr,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/bryn-mawr.svg,Centennial,NCAA WD3,,
Dickinson,Dickinson,Dickinson,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/dickinson.svg,Centennial,NCAA WD3,,
Franklin-&-Marshall,Franklin & Marshall,Franklin & Marshall,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/franklin-marshall.svg,Centennial,NCAA WD3,,
Gettysburg,Gettysburg,Gettysburg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/gettysburg.svg,Centennial,NCAA WD3,,
Haverford,Haverford,Haverford,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/haverford.svg,Centennial,NCAA WD3,,
McDaniel,McDaniel,McDaniel,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mcdaniel.svg,Centennial,NCAA WD3,,
Muhlenberg,Muhlenberg,Muhlenberg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/muhlenberg.svg,Centennial,NCAA WD3,,
Swarthmore,Swarthmore,Swarthmore,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/swarthmore.svg,Centennial,NCAA WD3,,
Ursinus,Ursinus,Ursinus,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ursinus.svg,Centennial,NCAA WD3,,
Washington-Col.,Washington College,Washington College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/washington-col.svg,Centennial,NCAA WD3,,
Chris.-Newport,Chris. Newport,Christopher Newport,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/chris-newport.svg,Coast-To-Coast,NCAA WD3,,
Mary-Washington,Mary Washington,Mary Washington,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mary-washington.svg,Coast-To-Coast,NCAA WD3,,
Salisbury,Salisbury,Salisbury,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/salisbury.svg,Coast-To-Coast,NCAA WD3,,
Warren-Wilson,Warren Wilson,Warren Wilson,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/warren-wilson.svg,Coast-To-Coast,NCAA WD3,,
Bryn-Athyn,Bryn Athyn,Bryn Athyn,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/bryn-athyn.svg,CSAC,NCAA WD3,,
Cairn,Cairn,Cairn,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/cairn.svg,CSAC,NCAA WD3,,
Cedar-Crest,Cedar Crest,Cedar Crest,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/cedar-crest.svg,CSAC,NCAA WD3,,
Keystone,Keystone,Keystone,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/keystone.svg,CSAC,NCAA WD3,,
Notre-Dame-(MD),Notre Dame (MD),Notre Dame (MD),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/notre-dame-md.svg,CSAC,NCAA WD3,,
Sweet-Briar,Sweet Briar,Sweet Briar,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/sweet-briar.svg,CSAC,NCAA WD3,,
Wilson,Wilson,Wilson,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wilson.svg,CSAC,NCAA WD3,,
Alfred,Alfred,Alfred,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/alfred.svg,Empire 8,NCAA WD3,,
Hartwick,Hartwick,Hartwick,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/hartwick.svg,Empire 8,NCAA WD3,,
Keuka,Keuka,Keuka,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/keuka.svg,Empire 8,NCAA WD3,,
Medaille,Medaille,Medaille,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/medaille.svg,Empire 8,NCAA WD3,,
Nazareth,Nazareth,Nazareth,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/nazareth.svg,Empire 8,NCAA WD3,,
Russell-Sage,Russell Sage,Russell Sage,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/russell-sage.svg,Empire 8,NCAA WD3,,
St.-John-Fisher,St. John Fisher,St. John Fisher,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/st-john-fisher.svg,Empire 8,NCAA WD3,,
Utica,Utica,Utica,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/utica.svg,Empire 8,NCAA WD3,,
Albertus-Magnus,Albertus Magnus,Albertus Magnus,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/albertus-magnus.svg,GNAC,NCAA WD3,,
Anna-Maria,Anna Maria,Anna Maria,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/anna-maria.svg,GNAC,NCAA WD3,,
Colby-Sawyer,Colby Sawyer,Colby Sawyer,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/colby-sawyer.svg,GNAC,NCAA WD3,,
Dean,Dean,Dean,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/dean.svg,GNAC,NCAA WD3,,
Elms,Elms,Elms,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/elms.svg,GNAC,NCAA WD3,,
Emmanuel-(MA),Emmanuel (MA),Emmanuel (MA),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/emmanuel-ma.svg,GNAC,NCAA WD3,,
JWU-(Providence),Johnson & Wales,Johnson & Wales,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/jwu-providence.svg,GNAC,NCAA WD3,,
Lasell,Lasell,Lasell,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lasell.svg,GNAC,NCAA WD3,,
Norwich,Norwich,Norwich,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/norwich.svg,GNAC,NCAA WD3,,
Regis-(MA),Regis (MA),Regis (MA),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/regis-ma.svg,GNAC,NCAA WD3,,
Rivier,Rivier,Rivier,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/rivier.svg,GNAC,NCAA WD3,,
Saint-Joseph-(CT),Saint Joseph (CT),Saint Joseph (CT),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/saint-joseph-ct.svg,GNAC,NCAA WD3,,
Simmons,Simmons,Simmons,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/simmons.svg,GNAC,NCAA WD3,,
St.-Joseph's-(ME),St. Joseph's (ME),St. Joseph's (ME),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/st-joseph's-me.svg,GNAC,NCAA WD3,,
Anderson-(SC),Anderson (SC),Anderson (SC),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/anderson-sc.svg,SAC,NCAA WD2,,
Earlham,Earlham,Earlham,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/earlham.svg,Heartland,NCAA WD3,,
Franklin,Franklin,Franklin,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/franklin.svg,Heartland,NCAA WD3,,
Hanover,Hanover,Hanover,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/hanover.svg,Heartland,NCAA WD3,,
Mt.-St.-Joseph,Mount St. Joseph,Mount St. Joseph,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mt-st-joseph.svg,Heartland,NCAA WD3,,
Spalding,Spalding,Spalding,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/spalding.svg,Heartland,NCAA WD3,,
Transylvania,Transylvania,Transylvania,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/transylvania.svg,Heartland,NCAA WD3,,
Hartford,Hartford,Hartford,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/hartford.svg,Independent,NCAA WD3,West Hartford,CT
Trinity-Washington,Trinity Washington,Trinity Washington,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/trinity-washington.svg,Independent,NCAA WD2,,
Trinity-Washington,Trinity Washington,Trinity Washington,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/trinity-washington.svg,Independent,NCAA WD3,,
Wis.-Eau-Claire,UW Eau Claire,UW Eau Claire,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wis-eau-claire.svg,Independent,NCAA WD3,,
Wis.-La-Crosse,UW La Crosse,UW La Crosse,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wis-la-crosse.svg,Independent,NCAA WD3,,
UW-River-Falls,UW River Falls,UW River Falls,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/uw-river-falls.svg,Independent,NCAA WD3,,
Wis.-Stout,UW Stout,UW Stout,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wis-stout.svg,Independent,NCAA WD3,,
Catholic,Catholic,Catholic,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/catholic.svg,Landmark,NCAA WD3,,
Drew,Drew,Drew,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/drew.svg,Landmark,NCAA WD3,,
Elizabethtown,Elizabethtown,Elizabethtown,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/elizabethtown.svg,Landmark,NCAA WD3,,
Goucher,Goucher,Goucher,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/goucher.svg,Landmark,NCAA WD3,,
Juniata,Juniata,Juniata,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/juniata.svg,Landmark,NCAA WD3,,
Moravian,Moravian,Moravian,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/moravian.svg,Landmark,NCAA WD3,,
Scranton,Scranton,Scranton,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/scranton.svg,Landmark,NCAA WD3,,
Susquehanna,Susquehanna,Susquehanna,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/susquehanna.svg,Landmark,NCAA WD3,,
Bard,Bard,Bard,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/bard.svg,Liberty League,NCAA WD3,,
Clarkson,Clarkson,Clarkson,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/clarkson.svg,Liberty League,NCAA WD3,,
William-Smith,Hobart,Hobart,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/william-smith.svg,Liberty League,NCAA WD3,,
Ithaca,Ithaca,Ithaca,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ithaca.svg,Liberty League,NCAA WD3,,
Rensselaer,Rensselaer,Rensselaer,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/rensselaer.svg,Liberty League,NCAA WD3,,
RIT,RIT,RIT,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/rit.svg,Liberty League,NCAA WD3,,
Rochester-(NY),Rochester (NY),Rochester (NY),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/rochester-ny.svg,Liberty League,NCAA WD3,,
Skidmore,Skidmore,Skidmore,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/skidmore.svg,Liberty League,NCAA WD3,,
St.-Lawrence,St. Lawrence,St. Lawrence,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/st-lawrence.svg,Liberty League,NCAA WD3,,
Union-(NY),Union,Union,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/union-ny.svg,Liberty League,NCAA WD3,,
Vassar,Vassar,Vassar,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/vassar.svg,Liberty League,NCAA WD3,,
Castleton,Castleton,Castleton,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/castleton.svg,Little East,NCAA WD3,,
Eastern-Conn.-St.,Eastern Conn. St.,Eastern Conn. St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-conn-st.svg,Little East,NCAA WD3,,
Keene-St.,Keene State,Keene State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/keene-st.svg,Little East,NCAA WD3,,
Plymouth-St.,Plymouth State,Plymouth State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/plymouth-st.svg,Little East,NCAA WD3,,
Rhode-Island-Col.,Rhode Island Col.,Rhode Island Col.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/rhode-island-col.svg,Little East,NCAA WD3,,
Southern-Me.,Southern Maine,Southern Maine,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-me.svg,Little East,NCAA WD3,,
UMass-Dartmouth,UMass Dartmouth,UMass Dartmouth,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/umass-dartmouth.svg,Little East,NCAA WD3,,
WestConn,West Conn,West Conn,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/westconn.svg,Little East,NCAA WD3,,
Bridgewater-St.,Bridgewater State,Bridgewater State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/bridgewater-st.svg,MASCAC,NCAA WD3,,
Fitchburg-St.,Fitchburg State,Fitchburg State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fitchburg-st.svg,MASCAC,NCAA WD3,,
Framingham-St.,Framingham State,Framingham State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/framingham-st.svg,MASCAC,NCAA WD3,,
MCLA,MCLA,MCLA,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mcla.svg,MASCAC,NCAA WD3,,
Salem-St.,Salem State,Salem State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/salem-st.svg,MASCAC,NCAA WD3,,
Mass.-Maritime,UMass Maritime,UMass Maritime,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mass-maritime.svg,MASCAC,NCAA WD3,,
Westfield-St.,Westfield State,Westfield State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/westfield-st.svg,MASCAC,NCAA WD3,,
Worcester-St.,Worcester State,Worcester State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/worcester-st.svg,MASCAC,NCAA WD3,,
Adrian,Adrian,Adrian,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/adrian.svg,MIAA,NCAA WD3,,
Albion,Albion,Albion,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/albion.svg,MIAA,NCAA WD3,,
Alma,Alma,Alma,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/alma.svg,MIAA,NCAA WD3,,
Calvin,Calvin,Calvin,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/calvin.svg,MIAA,NCAA WD3,,
Hope,Hope,Hope,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/hope.svg,MIAA,NCAA WD3,,
Kalamazoo,Kalamazoo,Kalamazoo,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/kalamazoo.svg,MIAA,NCAA WD3,,
St.-Mary's-(IN),St. Mary's (IN),St. Mary's (IN),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/st-mary's-in.svg,MIAA,NCAA WD3,,
Trine,Trine,Trine,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/trine.svg,MIAA,NCAA WD3,,
Albright,Albright,Albright,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/albright.svg,MAC-C,NCAA WD3,,
Alvernia,Alvernia,Alvernia,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/alvernia.svg,MAC-C,NCAA WD3,,
Arcadia,Arcadia,Arcadia,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/arcadia.svg,MAC-F,NCAA WD3,,
Delaware-Valley,Delaware Valley,Delaware Valley,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/delaware-valley.svg,MAC-F,NCAA WD3,,
DeSales,DeSales,DeSales,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/desales.svg,MAC-F,NCAA WD3,,
Eastern,Eastern,Eastern,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern.svg,MAC-C,NCAA WD3,,
FDU-Florham,FDU Florham,FDU Florham,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fdu-florham.svg,MAC-F,NCAA WD3,,
Hood,Hood,Hood,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/hood.svg,MAC-C,NCAA WD3,,
King's-(PA),King's,King's,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/king's-pa.svg,MAC-F,NCAA WD3,,
Lebanon-Valley,Lebanon Valley,Lebanon Valley,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lebanon-valley.svg,MAC-C,NCAA WD3,,
Lycoming,Lycoming,Lycoming,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lycoming.svg,MAC-F,NCAA WD3,,
Messiah,Messiah,Messiah,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/messiah.svg,MAC-C,NCAA WD3,,
Misericordia,Misericordia,Misericordia,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/misericordia.svg,MAC-F,NCAA WD3,,
Stevens,Stevens,Stevens,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/stevens.svg,MAC-F,NCAA WD3,,
Stevenson,Stevenson,Stevenson,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/stevenson.svg,MAC-C,NCAA WD3,,
Widener,Widener,Widener,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/widener.svg,MAC-C,NCAA WD3,,
Wilkes,Wilkes,Wilkes,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wilkes.svg,MAC-F,NCAA WD3,,
York-(PA),York,York,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/york-pa.svg,MAC-C,NCAA WD3,,
Augsburg,Augsburg,Augsburg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/augsburg.svg,MLC,NCAA WD3,,
Cornell-College,Cornell College,Cornell College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/cornell-college.svg,MLC,NCAA WD3,,
Hamline,Hamline,Hamline,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/hamline.svg,MLC,NCAA WD3,,
Lake-Forest,Lake Forest,Lake Forest,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lake-forest.svg,MLC,NCAA WD3,,
Monmouth-(IL),Monmouth (IL),Monmouth (IL),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/monmouth-il.svg,MLC,NCAA WD3,,
Northwestern-St.-Paul,NW St. Paul,Northwestern St. Paul,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/northwestern-st-paul.svg,MLC,NCAA WD3,,
